 164-172 E9.3   mW/m2/Hz FnuL     Linear combination model f({nu}) (2)
--------------------------------------------------------------------------------
Note (1): In units of erg/cm^2^/s.
Note (2): In units of erg/cm^2^/s/Hz.
--------------------------------------------------------------------------------
1e4 2.50736D+11   1195.649839    2.412D+39 3.043D+39 4.400D+39 6.269D+39 7.975D+39 9.136D+39 5.464D+39 9.620D+27 1.214D+28 1.755D+28 2.500D+28 3.181D+28 3.644D+28 2.179D+28
1e4 2.74169D+11   1093.457748    3.357D+39 4.304D+39 6.328D+39 9.107D+39 1.164D+40 1.337D+40 7.914D+39 1.224D+28 1.570D+28 2.308D+28 3.322D+28 4.246D+28 4.877D+28 2.887D+28
1e4 2.99792D+11    999.9999933   4.121D+39 5.325D+39 7.890D+39 1.141D+40 1.461D+40 1.680D+40 9.898D+39 1.375D+28 1.776D+28 2.632D+28 3.806D+28 4.873D+28 5.604D+28 3.302D+28
1e4 3.05788D+11    980.3921478   4.453D+39 5.767D+39 8.564D+39 1.240D+40 1.590D+40 1.828D+40 1.076D+40 1.456D+28 1.886D+28 2.801D+28 4.055D+28 5.200D+28 5.978D+28 3.519D+28
1e4 3.11904D+11    961.1687914   4.952D+39 6.433D+39 9.579D+39 1.390D+40 1.782D+40 2.050D+40 1.204D+40 1.588D+28 2.062D+28 3.071D+28 4.456D+28 5.713D+28 6.573D+28 3.860D+28
1e4 3.22716D+11    928.9663935   5.511D+39 7.176D+39 1.071D+40 1.556D+40 1.997D+40 2.298D+40 1.348D+40 1.708D+28 2.224D+28 3.319D+28 4.822D+28 6.188D+28 7.121D+28 4.177D+28
1e4 3.29170D+11    910.7513745   5.966D+39 7.780D+39 1.163D+40 1.691D+40 2.171D+40 2.500D+40 1.465D+40 1.812D+28 2.364D+28 3.533D+28 5.137D+28 6.595D+28 7.595D+28 4.451D+28
1e4 3.35754D+11    892.8935028   6.653D+39 8.694D+39 1.302D+40 1.895D+40 2.434D+40 2.803D+40 1.641D+40 1.982D+28 2.589D+28 3.878D+28 5.644D+28 7.249D+28 8.348D+28 4.888D+28
1e4 3.47393D+11    862.9785524   7.418D+39 9.709D+39 1.456D+40 2.121D+40 2.726D+40 3.139D+40 1.836D+40 2.135D+28 2.795D+28 4.191D+28 6.105D+28 7.847D+28 9.036D+28 5.285D+28
1e4 3.54341D+11    846.0573905   8.041D+39 1.053D+40 1.582D+40 2.305D+40 2.963D+40 3.413D+40 1.995D+40 2.269D+28 2.972D+28 4.465D+28 6.505D+28 8.362D+28 9.632D+28 5.630D+28
1e4 3.61427D+11    829.4680331   8.981D+39 1.178D+40 1.770D+40 2.582D+40 3.319D+40 3.823D+40 2.234D+40 2.485D+28 3.259D+28 4.897D+28 7.144D+28 9.183D+28 1.058D+29 6.181D+28
1e4 3.73956D+11    801.678063    1.003D+40 1.316D+40 1.980D+40 2.888D+40 3.714D+40 4.279D+40 2.499D+40 2.682D+28 3.519D+28 5.295D+28 7.723D+28 9.932D+28 1.144D+29 6.683D+28
1e4 3.81435D+11    785.9588923   1.088D+40 1.429D+40 2.150D+40 3.137D+40 4.034D+40 4.648D+40 2.714D+40 2.852D+28 3.746D+28 5.637D+28 8.224D+28 1.058D+29 1.219D+29 7.115D+28
1e4 3.89064D+11    770.5479253   1.216D+40 1.598D+40 2.405D+40 3.511D+40 4.515D+40 5.203D+40 3.037D+40 3.125D+28 4.107D+28 6.182D+28 9.024D+28 1.160D+29 1.337D+29 7.806D+28
1e4 4.02551D+11    744.7319706   1.359D+40 1.786D+40 2.688D+40 3.924D+40 5.047D+40 5.816D+40 3.395D+40 3.376D+28 4.437D+28 6.677D+28 9.748D+28 1.254D+29 1.445D+29 8.434D+28
1e4 4.10602D+11    730.129394    1.475D+40 1.938D+40 2.918D+40 4.259D+40 5.477D+40 6.312D+40 3.685D+40 3.592D+28 4.720D+28 7.107D+28 1.037D+29 1.334D+29 1.537D+29 8.975D+28
1e4 4.18814D+11    715.8131252   1.650D+40 2.168D+40 3.262D+40 4.761D+40 6.122D+40 7.055D+40 4.119D+40 3.940D+28 5.177D+28 7.789D+28 1.137D+29 1.462D+29 1.685D+29 9.835D+28
1e4 4.33332D+11    691.8309737   1.845D+40 2.421D+40 3.643D+40 5.316D+40 6.835D+40 7.875D+40 4.599D+40 4.258D+28 5.587D+28 8.407D+28 1.227D+29 1.577D+29 1.817D+29 1.061D+29
1e4 4.41999D+11    678.2656587   2.002D+40 2.627D+40 3.951D+40 5.764D+40 7.411D+40 8.539D+40 4.987D+40 4.529D+28 5.943D+28 8.939D+28 1.304D+29 1.677D+29 1.932D+29 1.128D+29
1e4 4.50839D+11    664.9663344   2.173D+40 2.851D+40 4.285D+40 6.249D+40 8.033D+40 9.255D+40 5.408D+40 4.820D+28 6.324D+28 9.505D+28 1.386D+29 1.782D+29 2.053D+29 1.200D+29
1e4 4.59855D+11    651.9277802   2.359D+40 3.092D+40 4.646D+40 6.773D+40 8.705D+40 1.003D+41 5.862D+40 5.130D+28 6.724D+28 1.010D+29 1.473D+29 1.893D+29 2.181D+29 1.275D+29
1e4 4.69052D+11    639.1448777   2.587D+40 3.389D+40 5.088D+40 7.415D+40 9.528D+40 1.098D+41 6.418D+40 5.515D+28 7.225D+28 1.085D+29 1.581D+29 2.031D+29 2.341D+29 1.368D+29
1e4 4.80850D+11    623.4631948   2.837D+40 3.713D+40 5.570D+40 8.112D+40 1.042D+41 1.200D+41 7.022D+40 5.900D+28 7.722D+28 1.158D+29 1.687D+29 2.167D+29 2.496D+29 1.460D+29
